miRNA,disease,preScore
hsa-mir-155,Parkinson Disease,0.8765
hsa-mir-146a,Parkinson Disease,0.8511
hsa-mir-223,Parkinson Disease,0.758
hsa-mir-150,Parkinson Disease,0.7479
hsa-mir-222,Parkinson Disease,0.7421
hsa-mir-143,Parkinson Disease,0.729
hsa-mir-145,Parkinson Disease,0.7222
hsa-mir-31,Parkinson Disease,0.7122
hsa-mir-17,Parkinson Disease,0.7105
hsa-mir-122,Parkinson Disease,0.7021
hsa-mir-15a,Parkinson Disease,0.6883
hsa-mir-20a,Parkinson Disease,0.6826
hsa-mir-210,Parkinson Disease,0.6787
hsa-mir-142,Parkinson Disease,0.6762
hsa-mir-26b,Parkinson Disease,0.6749
hsa-mir-27a,Parkinson Disease,0.6613
hsa-mir-15b,Parkinson Disease,0.6603
hsa-mir-107,Parkinson Disease,0.6592
hsa-mir-23a,Parkinson Disease,0.653
hsa-let-7b,Parkinson Disease,0.6446
hsa-mir-206,Parkinson Disease,0.6435
hsa-mir-18a,Parkinson Disease,0.643
hsa-let-7e,Parkinson Disease,0.6386
hsa-mir-25,Parkinson Disease,0.6358
hsa-mir-19a,Parkinson Disease,0.6345
hsa-mir-98,Parkinson Disease,0.6339
hsa-mir-130a,Parkinson Disease,0.6333
hsa-mir-191,Parkinson Disease,0.6247
hsa-mir-125a,Parkinson Disease,0.6231
hsa-mir-192,Parkinson Disease,0.6214
hsa-mir-23b,Parkinson Disease,0.621
hsa-mir-148a,Parkinson Disease,0.6192
hsa-mir-144,Parkinson Disease,0.6167
hsa-mir-224,Parkinson Disease,0.6165
hsa-let-7c,Parkinson Disease,0.6133
hsa-mir-93,Parkinson Disease,0.6095
hsa-mir-200a,Parkinson Disease,0.6087
hsa-mir-200c,Parkinson Disease,0.6074
hsa-mir-497,Parkinson Disease,0.6073
hsa-mir-106b,Parkinson Disease,0.6062
hsa-let-7a-3,Parkinson Disease,0.6061
hsa-mir-100,Parkinson Disease,0.6037
hsa-let-7a-1,Parkinson Disease,0.6004
hsa-mir-133a-2,Parkinson Disease,0.6001
hsa-mir-96,Parkinson Disease,0.5986
hsa-let-7a-2,Parkinson Disease,0.5984
hsa-mir-200b,Parkinson Disease,0.5971
hsa-mir-125b-1,Parkinson Disease,0.5891
hsa-mir-133a-1,Parkinson Disease,0.589
hsa-mir-193b,Parkinson Disease,0.5861
hsa-mir-424,Parkinson Disease,0.5852
hsa-mir-370,Parkinson Disease,0.582
hsa-mir-193a,Parkinson Disease,0.5816
hsa-mir-149,Parkinson Disease,0.5774
hsa-mir-99a,Parkinson Disease,0.5769
hsa-mir-197,Parkinson Disease,0.5754
hsa-mir-204,Parkinson Disease,0.5725
hsa-mir-196b,Parkinson Disease,0.5722
hsa-mir-92a-1,Parkinson Disease,0.5719
hsa-let-7i,Parkinson Disease,0.5701
hsa-let-7f-1,Parkinson Disease,0.5686
hsa-mir-181a-2,Parkinson Disease,0.5684
hsa-mir-127,Parkinson Disease,0.5657
hsa-mir-139,Parkinson Disease,0.5654
hsa-mir-483,Parkinson Disease,0.565
hsa-mir-429,Parkinson Disease,0.5648
hsa-mir-125b-2,Parkinson Disease,0.5643
hsa-mir-152,Parkinson Disease,0.5626
hsa-mir-326,Parkinson Disease,0.5623
hsa-mir-92b,Parkinson Disease,0.5604
hsa-mir-33a,Parkinson Disease,0.56
hsa-mir-184,Parkinson Disease,0.5597
hsa-mir-340,Parkinson Disease,0.558
hsa-mir-20b,Parkinson Disease,0.5569
hsa-mir-494,Parkinson Disease,0.5565
hsa-mir-212,Parkinson Disease,0.5548
hsa-mir-130b,Parkinson Disease,0.5518
hsa-mir-373,Parkinson Disease,0.5491
hsa-let-7f-2,Parkinson Disease,0.549
hsa-mir-140,Parkinson Disease,0.547
hsa-mir-503,Parkinson Disease,0.547
hsa-mir-708,Parkinson Disease,0.5468
hsa-mir-196a-2,Parkinson Disease,0.5446
hsa-mir-381,Parkinson Disease,0.5443
hsa-mir-124-1,Parkinson Disease,0.5414
hsa-mir-124-2,Parkinson Disease,0.5385
hsa-mir-590,Parkinson Disease,0.5356
hsa-mir-181b-1,Parkinson Disease,0.5353
hsa-mir-378a,Parkinson Disease,0.5349
hsa-mir-181b-2,Parkinson Disease,0.533
hsa-mir-383,Parkinson Disease,0.5327
hsa-mir-196a-1,Parkinson Disease,0.5326
hsa-mir-451a,Parkinson Disease,0.532
hsa-mir-186,Parkinson Disease,0.5315
hsa-mir-410,Parkinson Disease,0.5313
hsa-mir-367,Parkinson Disease,0.531
hsa-mir-455,Parkinson Disease,0.5304
hsa-mir-101-1,Parkinson Disease,0.5302
hsa-mir-9-2,Parkinson Disease,0.5299
hsa-mir-638,Parkinson Disease,0.5287
hsa-mir-574,Parkinson Disease,0.5282
hsa-mir-9-3,Parkinson Disease,0.5277
hsa-mir-9-1,Parkinson Disease,0.5269
hsa-mir-101-2,Parkinson Disease,0.5269
hsa-mir-425,Parkinson Disease,0.5256
hsa-mir-328,Parkinson Disease,0.5255
hsa-mir-24-1,Parkinson Disease,0.5226
hsa-mir-92a-2,Parkinson Disease,0.5223
hsa-mir-363,Parkinson Disease,0.5194
hsa-mir-148b,Parkinson Disease,0.5182
hsa-mir-296,Parkinson Disease,0.5144
hsa-mir-24-2,Parkinson Disease,0.512
hsa-mir-542,Parkinson Disease,0.5111
hsa-mir-32,Parkinson Disease,0.5107
hsa-mir-218-1,Parkinson Disease,0.5097
hsa-mir-215,Parkinson Disease,0.5096
hsa-mir-198,Parkinson Disease,0.5094
hsa-mir-185,Parkinson Disease,0.509
hsa-mir-324,Parkinson Disease,0.5076
hsa-mir-499a,Parkinson Disease,0.5069
hsa-mir-33b,Parkinson Disease,0.5059
hsa-mir-124-3,Parkinson Disease,0.504
hsa-mir-18b,Parkinson Disease,0.5035
hsa-mir-484,Parkinson Disease,0.5023
hsa-mir-181c,Parkinson Disease,0.502
hsa-mir-218-2,Parkinson Disease,0.5018
hsa-mir-136,Parkinson Disease,0.5013
hsa-mir-362,Parkinson Disease,0.4998
hsa-mir-208a,Parkinson Disease,0.498
hsa-mir-99b,Parkinson Disease,0.4965
hsa-mir-330,Parkinson Disease,0.4965
hsa-mir-138-1,Parkinson Disease,0.4963
hsa-mir-454,Parkinson Disease,0.4958
hsa-mir-338,Parkinson Disease,0.4919
hsa-mir-491,Parkinson Disease,0.4912
hsa-mir-187,Parkinson Disease,0.4902
hsa-mir-629,Parkinson Disease,0.4887
hsa-mir-302b,Parkinson Disease,0.488
hsa-mir-302a,Parkinson Disease,0.4877
hsa-mir-506,Parkinson Disease,0.4851
hsa-mir-154,Parkinson Disease,0.4843
hsa-mir-138-2,Parkinson Disease,0.483
hsa-mir-485,Parkinson Disease,0.4828
hsa-mir-377,Parkinson Disease,0.4824
hsa-mir-103a-2,Parkinson Disease,0.4822
hsa-mir-194-1,Parkinson Disease,0.4813
hsa-mir-372,Parkinson Disease,0.4796
hsa-mir-613,Parkinson Disease,0.4784
hsa-mir-95,Parkinson Disease,0.4767
hsa-mir-452,Parkinson Disease,0.4747
hsa-mir-874,Parkinson Disease,0.4738
hsa-mir-339,Parkinson Disease,0.4737
hsa-mir-1246,Parkinson Disease,0.4726
hsa-mir-301b,Parkinson Disease,0.4695
hsa-mir-345,Parkinson Disease,0.4686
hsa-mir-376c,Parkinson Disease,0.4685
hsa-mir-505,Parkinson Disease,0.4684
hsa-mir-502,Parkinson Disease,0.4665
hsa-mir-103a-1,Parkinson Disease,0.4648
hsa-mir-361,Parkinson Disease,0.4641
hsa-mir-650,Parkinson Disease,0.462
hsa-mir-490,Parkinson Disease,0.4616
hsa-mir-625,Parkinson Disease,0.46
hsa-mir-331,Parkinson Disease,0.4597
hsa-mir-128-2,Parkinson Disease,0.4587
hsa-mir-744,Parkinson Disease,0.4571
hsa-mir-422a,Parkinson Disease,0.4562
hsa-mir-411,Parkinson Disease,0.4559
hsa-mir-211,Parkinson Disease,0.4544
hsa-mir-520a,Parkinson Disease,0.4536
hsa-mir-885,Parkinson Disease,0.4503
hsa-mir-532,Parkinson Disease,0.4488
hsa-mir-652,Parkinson Disease,0.4483
hsa-mir-663a,Parkinson Disease,0.4466
hsa-mir-135a-2,Parkinson Disease,0.4443
hsa-mir-520c,Parkinson Disease,0.4442
hsa-mir-302c,Parkinson Disease,0.4429
hsa-mir-135a-1,Parkinson Disease,0.4407
hsa-mir-1271,Parkinson Disease,0.4376
hsa-mir-181a-1,Parkinson Disease,0.4364
hsa-mir-1224,Parkinson Disease,0.4357
hsa-mir-365b,Parkinson Disease,0.4339
hsa-mir-421,Parkinson Disease,0.4323
hsa-mir-489,Parkinson Disease,0.4322
hsa-mir-1207,Parkinson Disease,0.4309
hsa-mir-181d,Parkinson Disease,0.4308
hsa-mir-208b,Parkinson Disease,0.4292
hsa-mir-194-2,Parkinson Disease,0.4286
hsa-mir-365a,Parkinson Disease,0.4284
hsa-mir-432,Parkinson Disease,0.428
hsa-mir-675,Parkinson Disease,0.4272
hsa-mir-129-2,Parkinson Disease,0.4268
hsa-mir-188,Parkinson Disease,0.425
hsa-mir-216b,Parkinson Disease,0.4247
hsa-mir-202,Parkinson Disease,0.4232
hsa-mir-630,Parkinson Disease,0.4224
hsa-mir-302d,Parkinson Disease,0.4204
hsa-mir-493,Parkinson Disease,0.4201
hsa-mir-128-1,Parkinson Disease,0.4166
hsa-mir-520d,Parkinson Disease,0.4165
hsa-mir-628,Parkinson Disease,0.4079
hsa-mir-671,Parkinson Disease,0.4056
hsa-mir-1290,Parkinson Disease,0.4051
hsa-mir-519d,Parkinson Disease,0.3994
hsa-mir-337,Parkinson Disease,0.399
hsa-mir-517a,Parkinson Disease,0.3956
hsa-mir-501,Parkinson Disease,0.3953
hsa-mir-592,Parkinson Disease,0.394
hsa-mir-504,Parkinson Disease,0.3925
hsa-mir-151b,Parkinson Disease,0.3917
hsa-mir-584,Parkinson Disease,0.39
hsa-mir-608,Parkinson Disease,0.3891
hsa-mir-539,Parkinson Disease,0.3857
hsa-mir-760,Parkinson Disease,0.3843
hsa-mir-487b,Parkinson Disease,0.3807
hsa-mir-129-1,Parkinson Disease,0.3777
hsa-mir-216a,Parkinson Disease,0.3777
hsa-mir-153-2,Parkinson Disease,0.3715
hsa-mir-940,Parkinson Disease,0.3709
hsa-mir-203a,Parkinson Disease,0.3689
hsa-mir-376a-2,Parkinson Disease,0.3684
hsa-mir-939,Parkinson Disease,0.3681
hsa-mir-1297,Parkinson Disease,0.3673
hsa-mir-1258,Parkinson Disease,0.367
hsa-mir-448,Parkinson Disease,0.3645
hsa-mir-346,Parkinson Disease,0.364
hsa-mir-942,Parkinson Disease,0.3639
hsa-mir-513a-2,Parkinson Disease,0.3628
hsa-mir-376a-1,Parkinson Disease,0.3627
hsa-mir-637,Parkinson Disease,0.3615
hsa-mir-570,Parkinson Disease,0.3567
hsa-mir-190a,Parkinson Disease,0.3546
hsa-mir-513a-1,Parkinson Disease,0.3546
hsa-mir-582,Parkinson Disease,0.3531
hsa-mir-524,Parkinson Disease,0.3528
hsa-mir-520h,Parkinson Disease,0.3516
hsa-mir-1228,Parkinson Disease,0.3504
hsa-mir-1275,Parkinson Disease,0.3489
hsa-mir-665,Parkinson Disease,0.3477
hsa-mir-488,Parkinson Disease,0.3473
hsa-mir-379,Parkinson Disease,0.3472
hsa-mir-612,Parkinson Disease,0.3466
hsa-mir-500a,Parkinson Disease,0.3422
hsa-mir-384,Parkinson Disease,0.3395
hsa-mir-636,Parkinson Disease,0.3379
hsa-mir-323a,Parkinson Disease,0.3377
hsa-mir-519c,Parkinson Disease,0.3374
hsa-mir-1247,Parkinson Disease,0.3361
hsa-mir-371a,Parkinson Disease,0.3361
hsa-mir-646,Parkinson Disease,0.3351
hsa-mir-1307,Parkinson Disease,0.3333
hsa-mir-513c,Parkinson Disease,0.3324
hsa-mir-873,Parkinson Disease,0.3312
hsa-mir-622,Parkinson Disease,0.3307
hsa-mir-575,Parkinson Disease,0.3247
hsa-mir-511,Parkinson Disease,0.3226
hsa-mir-767,Parkinson Disease,0.3224
hsa-mir-642a,Parkinson Disease,0.3213
hsa-mir-765,Parkinson Disease,0.3185
hsa-mir-508,Parkinson Disease,0.3184
hsa-mir-369,Parkinson Disease,0.3176
hsa-mir-616,Parkinson Disease,0.3173
hsa-mir-378g,Parkinson Disease,0.3168
hsa-mir-576,Parkinson Disease,0.3147
hsa-mir-766,Parkinson Disease,0.3106
hsa-mir-298,Parkinson Disease,0.3101
hsa-mir-758,Parkinson Disease,0.3093
hsa-mir-595,Parkinson Disease,0.3083
hsa-mir-601,Parkinson Disease,0.3081
hsa-mir-545,Parkinson Disease,0.3063
hsa-mir-615,Parkinson Disease,0.3013
hsa-mir-302f,Parkinson Disease,0.3007
hsa-mir-526b,Parkinson Disease,0.2999
hsa-mir-103b-1,Parkinson Disease,0.2996
hsa-mir-103b-2,Parkinson Disease,0.2949
hsa-mir-573,Parkinson Disease,0.2947
hsa-mir-661,Parkinson Disease,0.2901
hsa-mir-520g,Parkinson Disease,0.2784
hsa-mir-603,Parkinson Disease,0.2765
hsa-mir-718,Parkinson Disease,0.2753
hsa-mir-610,Parkinson Disease,0.2728
hsa-mir-660,Parkinson Disease,0.2712
hsa-mir-1236,Parkinson Disease,0.2692
hsa-mir-510,Parkinson Disease,0.2692
hsa-mir-550a-2,Parkinson Disease,0.2672
hsa-mir-518b,Parkinson Disease,0.2649
hsa-mir-1908,Parkinson Disease,0.2637
hsa-mir-519e,Parkinson Disease,0.2615
hsa-mir-1287,Parkinson Disease,0.2607
hsa-mir-572,Parkinson Disease,0.2604
hsa-mir-1303,Parkinson Disease,0.2586
hsa-mir-1260a,Parkinson Disease,0.2585
hsa-mir-153-1,Parkinson Disease,0.2584
hsa-mir-525,Parkinson Disease,0.2581
hsa-mir-944,Parkinson Disease,0.2576
hsa-mir-1296,Parkinson Disease,0.2572
hsa-mir-598,Parkinson Disease,0.2572
hsa-mir-323b,Parkinson Disease,0.2564
hsa-mir-378b,Parkinson Disease,0.2559
hsa-mir-4306,Parkinson Disease,0.2538
hsa-mir-516b-1,Parkinson Disease,0.2523
hsa-mir-378i,Parkinson Disease,0.2515
hsa-mir-627,Parkinson Disease,0.251
hsa-mir-1825,Parkinson Disease,0.2507
hsa-mir-589,Parkinson Disease,0.2504
hsa-mir-761,Parkinson Disease,0.2494
hsa-mir-297,Parkinson Disease,0.2494
hsa-mir-1227,Parkinson Disease,0.2482
hsa-mir-320c-2,Parkinson Disease,0.2478
hsa-mir-888,Parkinson Disease,0.2472
hsa-mir-4732,Parkinson Disease,0.2454
hsa-mir-618,Parkinson Disease,0.2449
hsa-mir-1299,Parkinson Disease,0.2444
hsa-mir-655,Parkinson Disease,0.2443
hsa-mir-647,Parkinson Disease,0.2425
hsa-mir-520f,Parkinson Disease,0.2415
hsa-mir-1225,Parkinson Disease,0.2413
hsa-mir-2110,Parkinson Disease,0.241
hsa-mir-1231,Parkinson Disease,0.2391
hsa-mir-4317,Parkinson Disease,0.2374
hsa-mir-579,Parkinson Disease,0.2374
hsa-mir-552,Parkinson Disease,0.2359
hsa-mir-1234,Parkinson Disease,0.235
hsa-mir-634,Parkinson Disease,0.2338
hsa-mir-513b,Parkinson Disease,0.2338
hsa-mir-550a-1,Parkinson Disease,0.2334
hsa-mir-639,Parkinson Disease,0.233
hsa-mir-378d-1,Parkinson Disease,0.2304
hsa-mir-320e,Parkinson Disease,0.2288
hsa-mir-378h,Parkinson Disease,0.2283
hsa-mir-561,Parkinson Disease,0.2272
hsa-mir-3151,Parkinson Disease,0.2268
hsa-mir-1266,Parkinson Disease,0.2264
hsa-mir-1202,Parkinson Disease,0.2263
hsa-mir-544a,Parkinson Disease,0.2252
hsa-mir-522,Parkinson Disease,0.2249
hsa-mir-516b-2,Parkinson Disease,0.224
hsa-mir-492,Parkinson Disease,0.2237
hsa-mir-512-1,Parkinson Disease,0.2228
hsa-mir-663b,Parkinson Disease,0.2224
hsa-mir-1915,Parkinson Disease,0.2221
hsa-mir-645,Parkinson Disease,0.2211
hsa-mir-605,Parkinson Disease,0.2201
hsa-mir-1281,Parkinson Disease,0.2188
hsa-mir-551b,Parkinson Disease,0.2173
hsa-mir-380,Parkinson Disease,0.2165
hsa-mir-325,Parkinson Disease,0.2149
hsa-mir-515-2,Parkinson Disease,0.2144
hsa-mir-1291,Parkinson Disease,0.2138
hsa-mir-516a-2,Parkinson Disease,0.2133
hsa-mir-378e,Parkinson Disease,0.212
hsa-mir-519b,Parkinson Disease,0.211
hsa-mir-548c,Parkinson Disease,0.2099
hsa-mir-320b-2,Parkinson Disease,0.2094
hsa-mir-599,Parkinson Disease,0.2087
hsa-mir-203b,Parkinson Disease,0.2085
hsa-mir-378d-2,Parkinson Disease,0.2079
hsa-mir-1301,Parkinson Disease,0.2078
hsa-mir-412,Parkinson Disease,0.2076
hsa-mir-3178,Parkinson Disease,0.2072
hsa-mir-577,Parkinson Disease,0.2068
hsa-mir-512-2,Parkinson Disease,0.2052
hsa-mir-5003,Parkinson Disease,0.2044
hsa-mir-320c-1,Parkinson Disease,0.2042
hsa-mir-657,Parkinson Disease,0.2038
hsa-mir-507,Parkinson Disease,0.2035
hsa-mir-1260b,Parkinson Disease,0.2026
hsa-mir-23c,Parkinson Disease,0.2011
hsa-mir-378f,Parkinson Disease,0.1998
hsa-mir-1180,Parkinson Disease,0.1996
hsa-mir-3127,Parkinson Disease,0.199
hsa-mir-523,Parkinson Disease,0.1986
hsa-mir-624,Parkinson Disease,0.1968
hsa-mir-4739,Parkinson Disease,0.1956
hsa-mir-3189,Parkinson Disease,0.1954
hsa-mir-1269a,Parkinson Disease,0.1937
hsa-mir-3658,Parkinson Disease,0.1937
hsa-mir-518c,Parkinson Disease,0.1926
hsa-mir-519a-1,Parkinson Disease,0.1924
hsa-mir-320b-1,Parkinson Disease,0.1898
hsa-mir-1282,Parkinson Disease,0.1897
hsa-mir-4728,Parkinson Disease,0.1888
hsa-mir-1181,Parkinson Disease,0.1858
hsa-mir-2861,Parkinson Disease,0.1846
hsa-mir-3182,Parkinson Disease,0.1844
hsa-mir-541,Parkinson Disease,0.1841
hsa-mir-4695,Parkinson Disease,0.1838
hsa-mir-1179,Parkinson Disease,0.1833
hsa-mir-320d-1,Parkinson Disease,0.181
hsa-mir-1292,Parkinson Disease,0.1804
hsa-mir-4466,Parkinson Disease,0.1786
hsa-mir-371b,Parkinson Disease,0.178
hsa-mir-4731,Parkinson Disease,0.1779
hsa-mir-4467,Parkinson Disease,0.1776
hsa-mir-1468,Parkinson Disease,0.1763
hsa-mir-302e,Parkinson Disease,0.1762
hsa-mir-4775,Parkinson Disease,0.1754
hsa-mir-4258,Parkinson Disease,0.1751
hsa-mir-378c,Parkinson Disease,0.1747
hsa-mir-922,Parkinson Disease,0.1741
hsa-mir-648,Parkinson Disease,0.1738
hsa-mir-3613,Parkinson Disease,0.1732
hsa-mir-515-1,Parkinson Disease,0.1724
hsa-mir-1469,Parkinson Disease,0.1719
hsa-mir-643,Parkinson Disease,0.1716
hsa-mir-499b,Parkinson Disease,0.1715
hsa-mir-578,Parkinson Disease,0.171
hsa-mir-1229,Parkinson Disease,0.1704
hsa-mir-3619,Parkinson Disease,0.1702
hsa-mir-5582,Parkinson Disease,0.1687
hsa-mir-1267,Parkinson Disease,0.1682
hsa-mir-514b,Parkinson Disease,0.1681
hsa-mir-3162,Parkinson Disease,0.1676
hsa-mir-7847,Parkinson Disease,0.1663
hsa-mir-4723,Parkinson Disease,0.1662
hsa-mir-320d-2,Parkinson Disease,0.166
hsa-mir-5010,Parkinson Disease,0.1657
hsa-mir-586,Parkinson Disease,0.1654
hsa-mir-5100,Parkinson Disease,0.1648
hsa-mir-658,Parkinson Disease,0.1647
hsa-mir-6852,Parkinson Disease,0.1643
hsa-mir-1288,Parkinson Disease,0.164
hsa-mir-4319,Parkinson Disease,0.1639
hsa-mir-3163,Parkinson Disease,0.1638
hsa-mir-4782,Parkinson Disease,0.1636
hsa-mir-1268b,Parkinson Disease,0.1634
hsa-mir-1238,Parkinson Disease,0.1634
hsa-mir-617,Parkinson Disease,0.1632
hsa-mir-571,Parkinson Disease,0.1628
hsa-mir-3200,Parkinson Disease,0.1627
hsa-mir-1249,Parkinson Disease,0.1602
hsa-mir-877,Parkinson Disease,0.1595
hsa-mir-4455,Parkinson Disease,0.1594
hsa-mir-5193,Parkinson Disease,0.1594
hsa-mir-564,Parkinson Disease,0.1591
hsa-mir-6867,Parkinson Disease,0.1577
hsa-mir-516a-1,Parkinson Disease,0.1567
hsa-mir-4286,Parkinson Disease,0.1559
hsa-mir-4270,Parkinson Disease,0.1558
hsa-mir-527,Parkinson Disease,0.1553
hsa-mir-2278,Parkinson Disease,0.1552
hsa-mir-1305,Parkinson Disease,0.1551
hsa-mir-1248,Parkinson Disease,0.155
hsa-mir-466,Parkinson Disease,0.1543
hsa-mir-1306,Parkinson Disease,0.1541
hsa-mir-3144,Parkinson Disease,0.1539
hsa-mir-3149,Parkinson Disease,0.1532
hsa-mir-4644,Parkinson Disease,0.1531
hsa-mir-644a,Parkinson Disease,0.1523
hsa-mir-4326,Parkinson Disease,0.1521
hsa-mir-4298,Parkinson Disease,0.151
hsa-mir-1268a,Parkinson Disease,0.151
hsa-mir-635,Parkinson Disease,0.1503
hsa-mir-518a-1,Parkinson Disease,0.1495
hsa-mir-591,Parkinson Disease,0.1494
hsa-mir-640,Parkinson Disease,0.1488
hsa-mir-3960,Parkinson Disease,0.1486
hsa-mir-604,Parkinson Disease,0.1485
hsa-mir-654,Parkinson Disease,0.148
hsa-mir-620,Parkinson Disease,0.1476
hsa-mir-548t,Parkinson Disease,0.1464
hsa-mir-631,Parkinson Disease,0.146
hsa-mir-6853,Parkinson Disease,0.1456
hsa-mir-4281,Parkinson Disease,0.1453
hsa-mir-4758,Parkinson Disease,0.1452
hsa-mir-1233-2,Parkinson Disease,0.1447
hsa-mir-567,Parkinson Disease,0.1446
hsa-mir-597,Parkinson Disease,0.1444
hsa-mir-4291,Parkinson Disease,0.1444
hsa-mir-664b,Parkinson Disease,0.1442
hsa-mir-651,Parkinson Disease,0.1437
hsa-mir-548j,Parkinson Disease,0.1434
hsa-mir-933,Parkinson Disease,0.1433
hsa-mir-1298,Parkinson Disease,0.1431
hsa-mir-544b,Parkinson Disease,0.1424
hsa-mir-4449,Parkinson Disease,0.1421
hsa-mir-670,Parkinson Disease,0.1415
hsa-mir-551a,Parkinson Disease,0.1414
hsa-mir-632,Parkinson Disease,0.14
hsa-mir-2682,Parkinson Disease,0.1386
hsa-mir-1973,Parkinson Disease,0.1379
hsa-mir-568,Parkinson Disease,0.1373
hsa-mir-514a-2,Parkinson Disease,0.1372
hsa-mir-876,Parkinson Disease,0.1363
hsa-mir-892a,Parkinson Disease,0.1355
hsa-mir-4469,Parkinson Disease,0.1354
hsa-mir-4634,Parkinson Disease,0.1353
hsa-mir-509-1,Parkinson Disease,0.1346
hsa-mir-548ac,Parkinson Disease,0.1344
hsa-mir-4447,Parkinson Disease,0.1343
hsa-mir-1827,Parkinson Disease,0.1339
hsa-mir-6875,Parkinson Disease,0.1335
hsa-mir-548d-2,Parkinson Disease,0.1334
hsa-mir-3196,Parkinson Disease,0.1333
hsa-mir-3663,Parkinson Disease,0.1331
hsa-mir-1256,Parkinson Disease,0.133
hsa-mir-4521,Parkinson Disease,0.1329
hsa-mir-1233-1,Parkinson Disease,0.1325
hsa-mir-451b,Parkinson Disease,0.1325
hsa-mir-548d-1,Parkinson Disease,0.1319
hsa-mir-4262,Parkinson Disease,0.1313
hsa-mir-937,Parkinson Disease,0.1309
hsa-mir-606,Parkinson Disease,0.1308
hsa-mir-2355,Parkinson Disease,0.1308
hsa-mir-762,Parkinson Disease,0.1307
hsa-mir-1343,Parkinson Disease,0.1306
hsa-mir-938,Parkinson Disease,0.1304
hsa-mir-3126,Parkinson Disease,0.1304
hsa-mir-1286,Parkinson Disease,0.1302
hsa-mir-1538,Parkinson Disease,0.1302
hsa-mir-509-2,Parkinson Disease,0.1289
hsa-mir-602,Parkinson Disease,0.1283
hsa-mir-6826,Parkinson Disease,0.1282
hsa-mir-770,Parkinson Disease,0.1281
hsa-mir-3148,Parkinson Disease,0.1278
hsa-mir-7706,Parkinson Disease,0.1275
hsa-mir-4487,Parkinson Disease,0.1274
hsa-mir-3662,Parkinson Disease,0.1272
hsa-mir-4764,Parkinson Disease,0.1267
hsa-mir-1471,Parkinson Disease,0.1265
hsa-mir-7702,Parkinson Disease,0.126
hsa-mir-329-1,Parkinson Disease,0.1259
hsa-mir-1273c,Parkinson Disease,0.1255
hsa-mir-6729,Parkinson Disease,0.1255
hsa-mir-518a-2,Parkinson Disease,0.1246
hsa-mir-4534,Parkinson Disease,0.1246
hsa-mir-600,Parkinson Disease,0.1244
hsa-mir-1182,Parkinson Disease,0.1238
hsa-mir-621,Parkinson Disease,0.1229
hsa-mir-1226,Parkinson Disease,0.1221
hsa-mir-556,Parkinson Disease,0.1221
hsa-mir-496,Parkinson Disease,0.1219
hsa-mir-509-3,Parkinson Disease,0.1218
hsa-mir-518f,Parkinson Disease,0.1216
hsa-mir-514a-1,Parkinson Disease,0.1216
hsa-mir-889,Parkinson Disease,0.1208
hsa-mir-6126,Parkinson Disease,0.1203
hsa-mir-449c,Parkinson Disease,0.1203
hsa-mir-4301,Parkinson Disease,0.1201
hsa-mir-517b,Parkinson Disease,0.1196
hsa-mir-3940,Parkinson Disease,0.1194
hsa-mir-3177,Parkinson Disease,0.1185
hsa-mir-514a-3,Parkinson Disease,0.1179
hsa-mir-518d,Parkinson Disease,0.1171
hsa-mir-3682,Parkinson Disease,0.1171
hsa-mir-3065,Parkinson Disease,0.1166
hsa-mir-4423,Parkinson Disease,0.1166
hsa-mir-4518,Parkinson Disease,0.1163
hsa-mir-450a-1,Parkinson Disease,0.1161
hsa-mir-4746,Parkinson Disease,0.1152
hsa-mir-6798,Parkinson Disease,0.1147
hsa-mir-4324,Parkinson Disease,0.1147
hsa-mir-659,Parkinson Disease,0.1143
hsa-mir-2909,Parkinson Disease,0.1143
hsa-mir-450a-2,Parkinson Disease,0.1142
hsa-mir-1285-1,Parkinson Disease,0.1141
hsa-mir-2116,Parkinson Disease,0.1138
hsa-mir-1185-1,Parkinson Disease,0.1138
hsa-mir-802,Parkinson Disease,0.1137
hsa-mir-1914,Parkinson Disease,0.1137
hsa-mir-4778,Parkinson Disease,0.1137
hsa-mir-711,Parkinson Disease,0.1137
hsa-mir-583,Parkinson Disease,0.1133
hsa-mir-3908,Parkinson Disease,0.1132
hsa-mir-7161,Parkinson Disease,0.1131
hsa-mir-3622a,Parkinson Disease,0.113
hsa-mir-6780b,Parkinson Disease,0.1129
hsa-mir-562,Parkinson Disease,0.1126
hsa-mir-3667,Parkinson Disease,0.1116
hsa-mir-329-2,Parkinson Disease,0.1112
hsa-mir-6124,Parkinson Disease,0.111
hsa-mir-1323,Parkinson Disease,0.111
hsa-mir-4443,Parkinson Disease,0.111
hsa-mir-6831,Parkinson Disease,0.1108
hsa-mir-3175,Parkinson Disease,0.1108
hsa-mir-3666,Parkinson Disease,0.1105
hsa-mir-1206,Parkinson Disease,0.1102
hsa-mir-105-2,Parkinson Disease,0.1101
hsa-mir-4268,Parkinson Disease,0.1095
hsa-mir-548l,Parkinson Disease,0.1095
hsa-mir-3131,Parkinson Disease,0.1094
hsa-mir-1284,Parkinson Disease,0.1091
hsa-mir-558,Parkinson Disease,0.109
hsa-mir-3915,Parkinson Disease,0.1087
hsa-mir-1253,Parkinson Disease,0.1086
hsa-mir-3179-1,Parkinson Disease,0.1082
hsa-mir-3686,Parkinson Disease,0.1079
hsa-mir-5091,Parkinson Disease,0.1079
