circRNA,disease,preScore
hsa_circ_0128332,Hepatoblastoma,0.416
hsa_circ_0041946,Hepatoblastoma,0.416
hsa_circ_0052112,Hepatoblastoma,0.4159
hsa_circ_0137008,Hepatoblastoma,0.4158
hsa_circ_0001971,Hepatoblastoma,0.4156
hsa_circ_0076251,Hepatoblastoma,0.4156
hsa_circ_0000098,Hepatoblastoma,0.4154
hsa_circ_0017728,Hepatoblastoma,0.4152
hsa_circ_0003418,Hepatoblastoma,0.415
hsa_circ_0001200,Hepatoblastoma,0.4148
hsa_circ_0069767,Hepatoblastoma,0.4147
hsa_circ_0032683,Hepatoblastoma,0.4147
hsa_circ_0004680,Hepatoblastoma,0.4145
hsa_circ_0101802,Hepatoblastoma,0.4144
hsa_circ_0008549,Hepatoblastoma,0.4143
hsa_circ_0000118,Hepatoblastoma,0.4143
hsa_circ_0000670,Hepatoblastoma,0.4142
hsa_circ_0007556,Hepatoblastoma,0.4141
circ_0001836,Hepatoblastoma,0.4141
hsa_circ_0029589,Hepatoblastoma,0.414
hsa_circ_0000504,Hepatoblastoma,0.4137
hsa_circ_0034472,Hepatoblastoma,0.4136
hsa_circ_0005622,Hepatoblastoma,0.4134
hsa_circ_0004380,Hepatoblastoma,0.4134
circ_0000735,Hepatoblastoma,0.4133
hsa_circ_0049487,Hepatoblastoma,0.4132
hsa_circ_0084922,Hepatoblastoma,0.4125
hsa_circ_0001836,Hepatoblastoma,0.4125
hsa_circ_0105346,Hepatoblastoma,0.4125
hsa_circ_0085553,Hepatoblastoma,0.4125
circ_0001368,Hepatoblastoma,0.4124
hsa_circ_0007482,Hepatoblastoma,0.4121
hsa_circ_0000367,Hepatoblastoma,0.412
hsa_circ_0081001,Hepatoblastoma,0.412
hsa_circ_0043144,Hepatoblastoma,0.412
hsa_circ_0003258,Hepatoblastoma,0.412
circ_0060745,Hepatoblastoma,0.4119
hsa_circ_0000260,Hepatoblastoma,0.4117
hsa_circ_0001394,Hepatoblastoma,0.4114
hsa_circ_0060063,Hepatoblastoma,0.4114
hsa_circ_0008922,Hepatoblastoma,0.4114
circ_0008274,Hepatoblastoma,0.411
hsa_circ_0001561,Hepatoblastoma,0.411
hsa_circ_0078715,Hepatoblastoma,0.411
hsa_circ_0076690,Hepatoblastoma,0.4109
hsa_circ_0006282,Hepatoblastoma,0.4109
hsa_circ_0056288,Hepatoblastoma,0.4109
circ_0071589,Hepatoblastoma,0.4108
hsa_circ_0031594,Hepatoblastoma,0.4107
hsa_circ_0071375,Hepatoblastoma,0.4106
hsa_circ_0056731,Hepatoblastoma,0.4104
hsa_circ_0037516,Hepatoblastoma,0.4102
hsa_circ_0017250,Hepatoblastoma,0.4101
hsa_circ_0008344,Hepatoblastoma,0.4099
hsa_circ_0004873,Hepatoblastoma,0.4098
hsa_circ_0007331,Hepatoblastoma,0.4098
hsa_circ_0092340,Hepatoblastoma,0.4094
hsa_circ_0007701,Hepatoblastoma,0.4092
hsa_circ_0005105,Hepatoblastoma,0.4091
hsa_circ_0012384,Hepatoblastoma,0.4091
hsa_circ_0003505,Hepatoblastoma,0.4089
hsa_circ_0006260,Hepatoblastoma,0.4089
hsa_circ_0021977,Hepatoblastoma,0.4086
hsa_circ_0006411,Hepatoblastoma,0.4085
hsa_circ_0000646,Hepatoblastoma,0.4083
hsa_circ_0001727,Hepatoblastoma,0.4082
hsa_circ_0000142,Hepatoblastoma,0.4081
hsa_circ_0041796,Hepatoblastoma,0.4077
hsa_circ_0045714,Hepatoblastoma,0.4075
hsa_circ_0061276,Hepatoblastoma,0.4074
hsa_circ_0000274,Hepatoblastoma,0.4073
hsa_circ_0006732,Hepatoblastoma,0.4073
hsa_circ_0001564,Hepatoblastoma,0.4072
circ_0028171,Hepatoblastoma,0.4071
hsa_circ_0033155,Hepatoblastoma,0.4071
hsa_circ_0054660,Hepatoblastoma,0.4071
hsa_circ_0082352,Hepatoblastoma,0.407
hsa_circ_0008583,Hepatoblastoma,0.4069
hsa_circ_0003855,Hepatoblastoma,0.4069
hsa_circ_0077179,Hepatoblastoma,0.4066
hsa_circ_0030998,Hepatoblastoma,0.4066
hsa_circ_0087960,Hepatoblastoma,0.4065
hsa_circ_0004913,Hepatoblastoma,0.4064
hsa_circ_0084188,Hepatoblastoma,0.4063
hsa_circ_0087784,Hepatoblastoma,0.4061
hsa_circ_0001074,Hepatoblastoma,0.4061
hsa_circ_0002113,Hepatoblastoma,0.4058
hsa_circ_0002320,Hepatoblastoma,0.4058
hsa_circ_0000372,Hepatoblastoma,0.4058
hsa_circ_0008362,Hepatoblastoma,0.4055
circ_0085616,Hepatoblastoma,0.4052
circ_0021093,Hepatoblastoma,0.4052
hsa_circ_0005100,Hepatoblastoma,0.4046
hsa_circ_0092509,Hepatoblastoma,0.4043
hsa_circ_0015278,Hepatoblastoma,0.4041
hsa_circ_0085013,Hepatoblastoma,0.4041
hsa_circ_0103398,Hepatoblastoma,0.4041
hsa_circ_0038632,Hepatoblastoma,0.4033
hsa_circ_0001467,Hepatoblastoma,0.4032
hsa_circ_0007158,Hepatoblastoma,0.4031
hsa_circ_0006332,Hepatoblastoma,0.4029
hsa_circ_0007609,Hepatoblastoma,0.4029
hsa_circ_0061825,Hepatoblastoma,0.4026
hsa_circ_0001103,Hepatoblastoma,0.4025
hsa_circ_0038648,Hepatoblastoma,0.4019
hsa_circ_0066779,Hepatoblastoma,0.4019
hsa_circ_0109291,Hepatoblastoma,0.4018
hsa_circ_0101145,Hepatoblastoma,0.4018
hsa_circ_0128533,Hepatoblastoma,0.4015
hsa_circ_0023956,Hepatoblastoma,0.4015
hsa_circ_0066875,Hepatoblastoma,0.4015
hsa_circ_0003594,Hepatoblastoma,0.4014
hsa_circ_0001387,Hepatoblastoma,0.401
hsa_circ_0087206,Hepatoblastoma,0.4009
hsa_circ_0002137,Hepatoblastoma,0.4007
hsa_circ_0000119,Hepatoblastoma,0.4004
hsa_circ_0043949,Hepatoblastoma,0.4004
hsa_circ_0086241,Hepatoblastoma,0.4002
hsa_circ_0002078,Hepatoblastoma,0.4002
hsa_circ_0089105,Hepatoblastoma,0.4002
hsa_circ_0054657,Hepatoblastoma,0.4002
hsa_circ_0003391,Hepatoblastoma,0.3999
hsa_circ_0080975,Hepatoblastoma,0.3998
hsa_circ_0007385,Hepatoblastoma,0.3998
hsa_circ_0067531,Hepatoblastoma,0.3995
hsa_circ_0017068,Hepatoblastoma,0.3992
hsa_circ_0001829,Hepatoblastoma,0.3992
hsa_circ_0063179,Hepatoblastoma,0.3992
hsa_circ_0000745,Hepatoblastoma,0.3991
hsa_circ_0025367,Hepatoblastoma,0.399
hsa_circ_0001839,Hepatoblastoma,0.3989
circ_0008450,Hepatoblastoma,0.3988
hsa_circ_0072215,Hepatoblastoma,0.3986
hsa_circ_0034398,Hepatoblastoma,0.3986
hsa_circ_0001907,Hepatoblastoma,0.3985
hsa_circ_0005158,Hepatoblastoma,0.3983
hsa_circ_0025933,Hepatoblastoma,0.3983
hsa_circ_0005836,Hepatoblastoma,0.3981
hsa_circ_0001874,Hepatoblastoma,0.3979
hsa_circ_0008345,Hepatoblastoma,0.3978
hsa_circ_0009109,Hepatoblastoma,0.3977
hsa_circ_0087432,Hepatoblastoma,0.3977
hsa_circ_0049613,Hepatoblastoma,0.3976
hsa_circ_0000993,Hepatoblastoma,0.3976
hsa_circ_0076248,Hepatoblastoma,0.3976
hsa_circ_0007203,Hepatoblastoma,0.3976
hsa_circ_0068515,Hepatoblastoma,0.3975
hsa_circ_0006847,Hepatoblastoma,0.3974
hsa_circ_0017639,Hepatoblastoma,0.3971
hsa_circ_0081963,Hepatoblastoma,0.3969
hsa_circ_0003922,Hepatoblastoma,0.3967
hsa_circ_0006461,Hepatoblastoma,0.3964
hsa_circ_0058766,Hepatoblastoma,0.3964
hsa_circ_0074930,Hepatoblastoma,0.3962
hsa_circ_0079480,Hepatoblastoma,0.3961
hsa_circ_0032832,Hepatoblastoma,0.3955
hsa_circ_0015295,Hepatoblastoma,0.3954
hsa_circ_0045602,Hepatoblastoma,0.3953
hsa_circ_0069094,Hepatoblastoma,0.3953
hsa_circ_000334,Hepatoblastoma,0.3952
hsa_circ_0047924,Hepatoblastoma,0.3952
hsa_circ_0002060,Hepatoblastoma,0.3952
hsa_circ_0066922,Hepatoblastoma,0.3948
hsa_circ_006371,Hepatoblastoma,0.3946
hsa_circ_0002715,Hepatoblastoma,0.3944
hsa_circ_0039053,Hepatoblastoma,0.3941
hsa_circ_0000673,Hepatoblastoma,0.394
hsa_circ_0089974,Hepatoblastoma,0.3935
hsa_circ_0122319,Hepatoblastoma,0.3934
hsa_circ_001436,Hepatoblastoma,0.3933
hsa_circ_0021087,Hepatoblastoma,0.3932
hsa_circ_0031979,Hepatoblastoma,0.393
hsa_circ_0004826,Hepatoblastoma,0.393
hsa_circ_0003972,Hepatoblastoma,0.393
hsa_circ_0000700,Hepatoblastoma,0.3928
hsa_circ_0133460,Hepatoblastoma,0.3928
hsa_circ_0000042,Hepatoblastoma,0.3928
hsa_circ_0087064,Hepatoblastoma,0.3928
hsa_circ_0000654,Hepatoblastoma,0.3926
hsa_circ_0007841,Hepatoblastoma,0.3925
hsa_circ_0003090,Hepatoblastoma,0.3925
hsa_circ_0043634,Hepatoblastoma,0.3924
hsa_circ_0103552,Hepatoblastoma,0.392
hsa_circ_0001141,Hepatoblastoma,0.392
hsa_circ_0075341,Hepatoblastoma,0.3919
hsa_circ_0002908,Hepatoblastoma,0.3915
hsa_circ_0071036,Hepatoblastoma,0.3914
hsa_circ_0025202,Hepatoblastoma,0.3913
hsa_circ_0006528,Hepatoblastoma,0.3913
circ_001569,Hepatoblastoma,0.3912
circ_0032833,Hepatoblastoma,0.3912
hsa_circ_0005654,Hepatoblastoma,0.3912
hsa_circ_0101868,Hepatoblastoma,0.3911
circ_0007841,Hepatoblastoma,0.3909
hsa_circ_0005394,Hepatoblastoma,0.3908
hsa_circ_0001009,Hepatoblastoma,0.3908
hsa_circ_0062389,Hepatoblastoma,0.3907
circ_0019692,Hepatoblastoma,0.3907
hsa_circ_0102273,Hepatoblastoma,0.3904
hsa_circ_0082846,Hepatoblastoma,0.3901
hsa_circ_0079662,Hepatoblastoma,0.3898
hsa_circ_0056048,Hepatoblastoma,0.3896
hsa_circ_0031978,Hepatoblastoma,0.3895
circ_0000285,Hepatoblastoma,0.3895
hsa_circ_0000026,Hepatoblastoma,0.3893
hsa_circ_0091742,Hepatoblastoma,0.3892
hsa_circ_0032891,Hepatoblastoma,0.389
hsa_circ_0078602,Hepatoblastoma,0.3889
circ_0084043,Hepatoblastoma,0.3887
hsa_circ_0002161,Hepatoblastoma,0.3886
hsa_circ_0000915,Hepatoblastoma,0.3886
hsa_circ_0000263,Hepatoblastoma,0.3885
hsa_circ_0012737,Hepatoblastoma,0.3885
hsa_circ_0045272,Hepatoblastoma,0.3881
hsa_circ_0006401,Hepatoblastoma,0.3879
hsa_circ_0018289,Hepatoblastoma,0.3879
hsa_circ_0004798,Hepatoblastoma,0.3878
hsa_circ_0002968,Hepatoblastoma,0.3878
hsa_circ_0035560,Hepatoblastoma,0.3877
hsa_circ_0060927,Hepatoblastoma,0.3877
hsa_circ_0028883,Hepatoblastoma,0.3876
hsa_circ_0036474,Hepatoblastoma,0.3875
hsa_circ_0033351,Hepatoblastoma,0.3875
hsa_circ_0139996,Hepatoblastoma,0.3874
hsa_circ_0137287,Hepatoblastoma,0.3873
hsa_circ_0000512,Hepatoblastoma,0.387
hsa_circ_0025454,Hepatoblastoma,0.387
hsa_circ_0088227,Hepatoblastoma,0.387
circ_0008193,Hepatoblastoma,0.3869
hsa_circ_0127245,Hepatoblastoma,0.3868
hsa_circ_0065214,Hepatoblastoma,0.3868
hsa_circ_0125597,Hepatoblastoma,0.3867
hsa_circ_0053919,Hepatoblastoma,0.3866
hsa_circ_0020707,Hepatoblastoma,0.3866
circ_0006404,Hepatoblastoma,0.3864
circ_0018289,Hepatoblastoma,0.3862
hsa_circ_0099999,Hepatoblastoma,0.3862
hsa_circ_0004442,Hepatoblastoma,0.3862
hsa_circ_0071820,Hepatoblastoma,0.3862
hsa_circ_0057340,Hepatoblastoma,0.3861
hsa_circ_0035197,Hepatoblastoma,0.386
hsa_circ_0006427,Hepatoblastoma,0.386
hsa_circ_0029601,Hepatoblastoma,0.3858
hsa_circ_0038374,Hepatoblastoma,0.3858
hsa_circ_0007144,Hepatoblastoma,0.3858
hsa_circ_0032131,Hepatoblastoma,0.3857
hsa_circ_0000328,Hepatoblastoma,0.3856
hsa_circ_0000515,Hepatoblastoma,0.3855
hsa_circ_0000064,Hepatoblastoma,0.3852
hsa_circ_0008035,Hepatoblastoma,0.3851
hsa_circ_0036763,Hepatoblastoma,0.385
hsa_circ_0007611,Hepatoblastoma,0.3849
hsa_circ_0043256,Hepatoblastoma,0.3847
hsa_circ_0000437,Hepatoblastoma,0.3845
hsa_circ_0089378,Hepatoblastoma,0.3843
hsa_circ_0000598,Hepatoblastoma,0.3843
hsa_circ_0054971,Hepatoblastoma,0.3843
hsa_circ_0007843,Hepatoblastoma,0.3842
hsa_circ_0051240,Hepatoblastoma,0.3842
hsa_circ_0076979,Hepatoblastoma,0.3841
hsa_circ_0008509,Hepatoblastoma,0.3838
hsa_circ_0005777,Hepatoblastoma,0.3836
hsa_circ_0000181,Hepatoblastoma,0.3835
circ_0084927,Hepatoblastoma,0.3834
hsa_circ_0004585,Hepatoblastoma,0.3832
hsa_circ_0001255,Hepatoblastoma,0.3832
hsa_circ_0008792,Hepatoblastoma,0.3832
hsa_circ_0068033,Hepatoblastoma,0.3832
hsa_circ_0001095,Hepatoblastoma,0.3831
hsa_circ_0018665,Hepatoblastoma,0.3831
hsa_circ_0006215,Hepatoblastoma,0.383
hsa_circ_0003694,Hepatoblastoma,0.3829
hsa_circ_0084720,Hepatoblastoma,0.3829
circ_0006461,Hepatoblastoma,0.3827
hsa_circ_0057762,Hepatoblastoma,0.3827
hsa_circ_0004350,Hepatoblastoma,0.3827
circ_0074027,Hepatoblastoma,0.3826
hsa_circ_0008410,Hepatoblastoma,0.3825
hsa_circ_0008832,Hepatoblastoma,0.3825
hsa_circ_0002874,Hepatoblastoma,0.3824
circ_0081143,Hepatoblastoma,0.3824
hsa_circ_0002142,Hepatoblastoma,0.3822
hsa_circ_0006835,Hepatoblastoma,0.3819
hsa_circ_0087198,Hepatoblastoma,0.3818
hsa_circ_0001982,Hepatoblastoma,0.3818
circ_0079593,Hepatoblastoma,0.3817
hsa_circ_0001861,Hepatoblastoma,0.3817
hsa_circ_0092221,Hepatoblastoma,0.3816
circ_0026344,Hepatoblastoma,0.3815
hsa_circ_000425,Hepatoblastoma,0.3809
hsa_circ_0004339,Hepatoblastoma,0.3805
hsa_circ_0017536,Hepatoblastoma,0.3804
hsa_circ_0104345,Hepatoblastoma,0.3804
hsa_circ_0008932,Hepatoblastoma,0.3803
hsa_circ_0047285,Hepatoblastoma,0.3802
hsa_circ_0000516,Hepatoblastoma,0.3802
hsa_circ_0086375,Hepatoblastoma,0.3801
hsa_circ_0005317,Hepatoblastoma,0.3799
hsa_circ_0016347,Hepatoblastoma,0.3798
hsa_circ_0084003,Hepatoblastoma,0.3797
hsa_circ_0092303,Hepatoblastoma,0.3796
hsa_circ_0028502,Hepatoblastoma,0.3796
hsa_circ_0086720,Hepatoblastoma,0.3795
hsa_circ_0008193,Hepatoblastoma,0.3795
hsa_circ_0043497,Hepatoblastoma,0.3795
hsa_circ_0087653,Hepatoblastoma,0.3795
hsa_circ_0017736,Hepatoblastoma,0.3794
hsa_circ_0036287,Hepatoblastoma,0.3794
hsa_circ_0085154,Hepatoblastoma,0.3794
hsa_circ_0048301,Hepatoblastoma,0.3793
hsa_circ_0089172,Hepatoblastoma,0.3791
hsa_circ_0029696,Hepatoblastoma,0.379
hsa_circ_0066444,Hepatoblastoma,0.379
hsa_circ_0000994,Hepatoblastoma,0.3789
hsa_circ_0106803,Hepatoblastoma,0.3789
hsa_circ_0007334,Hepatoblastoma,0.3789
hsa_circ_0001312,Hepatoblastoma,0.3789
hsa_circ_0028198,Hepatoblastoma,0.3788
hsa_circ_0004277,Hepatoblastoma,0.3788
hsa_circ_0002453,Hepatoblastoma,0.3788
circ_0000034,Hepatoblastoma,0.3786
hsa_circ_0031242,Hepatoblastoma,0.3785
circ_0020123,Hepatoblastoma,0.3784
hsa_circ_0010220,Hepatoblastoma,0.3784
hsa_circ_0006174,Hepatoblastoma,0.3782
hsa_circ_0020123,Hepatoblastoma,0.3781
hsa_circ_0049027,Hepatoblastoma,0.3781
hsa_circ_0101113,Hepatoblastoma,0.378
hsa_circ_0040414,Hepatoblastoma,0.3778
hsa_circ_0000034,Hepatoblastoma,0.3777
hsa_circ_0088364,Hepatoblastoma,0.3777
hsa_circ_0000291,Hepatoblastoma,0.3775
circ_0029426,Hepatoblastoma,0.3773
hsa_circ_0069131,Hepatoblastoma,0.3767
hsa_circ_0006916,Hepatoblastoma,0.3766
hsa_circ_0004104,Hepatoblastoma,0.3763
hsa_circ_0029426,Hepatoblastoma,0.3763
hsa_circ_0008460,Hepatoblastoma,0.3762
hsa_circ_0000981,Hepatoblastoma,0.376
hsa_circ_0000690,Hepatoblastoma,0.376
hsa_circ_0019456,Hepatoblastoma,0.3758
hsa_circ_0092857,Hepatoblastoma,0.3758
hsa_circ_0111277,Hepatoblastoma,0.3754
hsa_circ_0008675,Hepatoblastoma,0.3752
hsa_circ_0078738,Hepatoblastoma,0.3751
hsa_circ_0040705,Hepatoblastoma,0.3749
hsa_circ_0085131,Hepatoblastoma,0.3748
hsa_circ_0000231,Hepatoblastoma,0.3747
hsa_circ_0008365,Hepatoblastoma,0.3746
hsa_circ_0134944,Hepatoblastoma,0.3746
hsa_circ_0091579,Hepatoblastoma,0.3745
hsa_circ_0068459,Hepatoblastoma,0.3744
hsa_circ_0023642,Hepatoblastoma,0.3744
hsa_circ_0027345,Hepatoblastoma,0.374
hsa_circ_0100989,Hepatoblastoma,0.3739
hsa_circ_0008532,Hepatoblastoma,0.3739
hsa_circ_0054211,Hepatoblastoma,0.3734
hsa_circ_0015879,Hepatoblastoma,0.3734
hsa_circ_0005963,Hepatoblastoma,0.3733
hsa_circ_0006127,Hepatoblastoma,0.3733
hsa_circ_0000714,Hepatoblastoma,0.373
circ_0057558,Hepatoblastoma,0.373
hsa_circ_0031250,Hepatoblastoma,0.373
circ_0004507,Hepatoblastoma,0.373
hsa_circ_0003570,Hepatoblastoma,0.3728
hsa_circ_0003159,Hepatoblastoma,0.3727
hsa_circ_0035944,Hepatoblastoma,0.3727
hsa_circ_0003340,Hepatoblastoma,0.3727
hsa_circ_0000907,Hepatoblastoma,0.3727
hsa_circ_0001165,Hepatoblastoma,0.3726
hsa_circ_0023064,Hepatoblastoma,0.3725
hsa_circ_0008928,Hepatoblastoma,0.3724
hsa_circ_0012077,Hepatoblastoma,0.3724
hsa_circ_0005360,Hepatoblastoma,0.3723
circ_0062389,Hepatoblastoma,0.3723
hsa_circ_0006948,Hepatoblastoma,0.3722
hsa_circ_0005758,Hepatoblastoma,0.3721
hsa_circ_0006719,Hepatoblastoma,0.3721
hsa_circ_0000117,Hepatoblastoma,0.3721
ITCH,Hepatoblastoma,0.372
hsa_circ_0000002,Hepatoblastoma,0.3719
circ_0076305,Hepatoblastoma,0.3718
hsa_circ_0004136,Hepatoblastoma,0.3718
hsa_circ_0072758,Hepatoblastoma,0.3715
hsa_circ_0017247,Hepatoblastoma,0.3715
hsa_circ_0001633,Hepatoblastoma,0.3714
hsa_circ_0002082,Hepatoblastoma,0.3713
hsa_circ_0005909,Hepatoblastoma,0.3713
hsa_circ_0044520,Hepatoblastoma,0.371
circ_0008928,Hepatoblastoma,0.3707
hsa_circ_0012152,Hepatoblastoma,0.3707
hsa_circ_0087377,Hepatoblastoma,0.3705
hsa_circ_0102958,Hepatoblastoma,0.3705
hsa_circ_0026134,Hepatoblastoma,0.3705
hsa_circ_0015260,Hepatoblastoma,0.3705
hsa_circ_0000247,Hepatoblastoma,0.3704
hsa_circ_0007762,Hepatoblastoma,0.3703
hsa_circ_0002260,Hepatoblastoma,0.3703
hsa_circ_0109952,Hepatoblastoma,0.3702
hsa_circ_0062019,Hepatoblastoma,0.3702
circ_0062019,Hepatoblastoma,0.3698
hsa_circ_0044722,Hepatoblastoma,0.3697
hsa_circ_0007915,Hepatoblastoma,0.3697
circ_0007444,Hepatoblastoma,0.3697
hsa_circ_0002483,Hepatoblastoma,0.3696
hsa_circ_0000199,Hepatoblastoma,0.3695
hsa_circ_0062558,Hepatoblastoma,0.3692
hsa_circ_0081108,Hepatoblastoma,0.369
hsa_circ_0005875,Hepatoblastoma,0.369
hsa_circ_0100929,Hepatoblastoma,0.3689
hsa_circ_0037909,Hepatoblastoma,0.3688
hsa_circ_0000326,Hepatoblastoma,0.3688
hsa_circ_0000681,Hepatoblastoma,0.3687
hsa_circ_0008305,Hepatoblastoma,0.3685
hsa_circ_0005757,Hepatoblastoma,0.3682
hsa_circ_0000592,Hepatoblastoma,0.3681
hsa_circ_0064996,Hepatoblastoma,0.368
hsa_circ_0001741,Hepatoblastoma,0.3679
hsa_circ_0005615,Hepatoblastoma,0.3678
hsa_circ_0081146,Hepatoblastoma,0.3678
hsa_circ_0003575,Hepatoblastoma,0.3677
hsa_circ_0065149,Hepatoblastoma,0.3676
hsa_circ_0004062,Hepatoblastoma,0.3675
hsa_circ_0003176,Hepatoblastoma,0.3673
hsa_circ_0000488,Hepatoblastoma,0.3673
hsa_circ_0000140,Hepatoblastoma,0.3672
hsa_circ_0049055,Hepatoblastoma,0.3672
hsa_circ_0103771,Hepatoblastoma,0.3671
hsa_circ_0001900,Hepatoblastoma,0.3671
hsa_circ_0088422,Hepatoblastoma,0.3671
hsa_circ_0060060,Hepatoblastoma,0.3671
hsa_circ_0014717,Hepatoblastoma,0.3669
hsa_circ_0004916,Hepatoblastoma,0.3669
hsa_circ_0037751,Hepatoblastoma,0.3669
circ_00121,Hepatoblastoma,0.3667
hsa_circ_0006872,Hepatoblastoma,0.3663
circ_0000326,Hepatoblastoma,0.3662
hsa_circ_0044556,Hepatoblastoma,0.3658
hsa_circ_0006772,Hepatoblastoma,0.3657
hsa_circ_0007364,Hepatoblastoma,0.3655
hsa_circ_0060467,Hepatoblastoma,0.3655
hsa_circ_0100181,Hepatoblastoma,0.3654
hsa_circ_0000826,Hepatoblastoma,0.3653
hsa_circ_0055625,Hepatoblastoma,0.3653
hsa_circ_0042666,Hepatoblastoma,0.3646
hsa_circ_0005035,Hepatoblastoma,0.3646
hsa_circ_0011058,Hepatoblastoma,0.3645
hsa_circ_0072304,Hepatoblastoma,0.3643
hsa_circ_0001979,Hepatoblastoma,0.3639
hsa_circ_0048607,Hepatoblastoma,0.3639
hsa_circ_0058147,Hepatoblastoma,0.3638
circ_0072083,Hepatoblastoma,0.3637
hsa_circ_0002346,Hepatoblastoma,0.3637
hsa_circ_0088732,Hepatoblastoma,0.3637
hsa_circ_0070269,Hepatoblastoma,0.3637
hsa_circ_0012673,Hepatoblastoma,0.3637
hsa_circ_0061259,Hepatoblastoma,0.3636
hsa_circ_0092256,Hepatoblastoma,0.3635
hsa_circ_0126897,Hepatoblastoma,0.3634
circ_0002483,Hepatoblastoma,0.3634
hsa_circ_0128298,Hepatoblastoma,0.3633
hsa_circ_0087215,Hepatoblastoma,0.3632
hsa_circ_0008068,Hepatoblastoma,0.3631
hsa_circ_0008514,Hepatoblastoma,0.3631
hsa_circ_0004015,Hepatoblastoma,0.363
hsa_circ_0018293,Hepatoblastoma,0.363
hsa_circ_0003146,Hepatoblastoma,0.3629
hsa_circ_0058092,Hepatoblastoma,0.3628
hsa_circ_0000518,Hepatoblastoma,0.3628
hsa_circ_0000799,Hepatoblastoma,0.3627
hsa_circ_0017311,Hepatoblastoma,0.3627
hsa_circ_0018429,Hepatoblastoma,0.3626
hsa_circ_0008529,Hepatoblastoma,0.3625
hsa_circ_0063561,Hepatoblastoma,0.3625
hsa_circ_0040823,Hepatoblastoma,0.3625
hsa_circ_0040060,Hepatoblastoma,0.3624
hsa_circ_0058357,Hepatoblastoma,0.3624
hsa_circ_0001687,Hepatoblastoma,0.3624
hsa_circ_0103021,Hepatoblastoma,0.3622
circ_0020394,Hepatoblastoma,0.3621
hsa_circ_0043532,Hepatoblastoma,0.3618
hsa_circ_0000234,Hepatoblastoma,0.3618
hsa_circ_0006873,Hepatoblastoma,0.3617
hsa_circ_0063772,Hepatoblastoma,0.3617
hsa_circ_0088483,Hepatoblastoma,0.3617
hsa_circ_0001819,Hepatoblastoma,0.3615
hsa_circ_0000423,Hepatoblastoma,0.3615
hsa_circ_0091017,Hepatoblastoma,0.3615
hsa_circ_0100587,Hepatoblastoma,0.3614
hsa_circ_0106714,Hepatoblastoma,0.3614
hsa_circ_0001546,Hepatoblastoma,0.3613
hsa_circ_0079891,Hepatoblastoma,0.3611
hsa_circ_0024169,Hepatoblastoma,0.3611
hsa_circ_0020101,Hepatoblastoma,0.3609
hsa_circ_0001666,Hepatoblastoma,0.3607
hsa_circ_0001756,Hepatoblastoma,0.3606
hsa_circ_0137814,Hepatoblastoma,0.3606
hsa_circ_0089548,Hepatoblastoma,0.3606
hsa_circ_0005389,Hepatoblastoma,0.3605
hsa_circ_0001785,Hepatoblastoma,0.3605
hsa_circ_0017650,Hepatoblastoma,0.3604
hsa_circ_0001626,Hepatoblastoma,0.3603
hsa_circ_0009061,Hepatoblastoma,0.3603
hsa_circ_0001776,Hepatoblastoma,0.3602
hsa_circ_0074362,Hepatoblastoma,0.36
hsa_circ_0104852,Hepatoblastoma,0.3599
hsa_circ_0030018,Hepatoblastoma,0.3598
hsa_circ_0001725,Hepatoblastoma,0.3598
hsa_circ_0069234,Hepatoblastoma,0.3597
circ_0016788,Hepatoblastoma,0.3596
hsa_circ_0064428,Hepatoblastoma,0.3595
circ_0023942,Hepatoblastoma,0.3595
hsa_circ_0003738,Hepatoblastoma,0.3594
hsa_circ_0061265,Hepatoblastoma,0.3593
hsa_circ_0001001,Hepatoblastoma,0.3592
circ_0000003,Hepatoblastoma,0.3591
hsa_circ_0004812,Hepatoblastoma,0.359
hsa_circ_0000105,Hepatoblastoma,0.359
circ_0062491,Hepatoblastoma,0.3589
hsa_circ_0003611,Hepatoblastoma,0.3588
hsa_circ_0000080,Hepatoblastoma,0.3588
hsa_circ_0032462,Hepatoblastoma,0.3587
hsa_circ_0000594,Hepatoblastoma,0.3586
hsa_circ_0060108,Hepatoblastoma,0.3585
circ_0005230,Hepatoblastoma,0.3585
hsa_circ_0001599,Hepatoblastoma,0.3585
hsa_circ_0081162,Hepatoblastoma,0.3585
hsa_circ_0061868,Hepatoblastoma,0.3585
hsa_circ_0002484,Hepatoblastoma,0.3584
hsa_circ_0133622,Hepatoblastoma,0.3583
hsa_circ_0008285,Hepatoblastoma,0.3582
hsa_circ_0112085,Hepatoblastoma,0.3581
hsa_circ_0001410,Hepatoblastoma,0.3581
circ_0057553,Hepatoblastoma,0.358
hsa_circ_0064451,Hepatoblastoma,0.3578
hsa_circ_0005785,Hepatoblastoma,0.3578
circ_0005779,Hepatoblastoma,0.3574
hsa_circ_0006867,Hepatoblastoma,0.3573
hsa_circ_0004594,Hepatoblastoma,0.3572
hsa_circ_0003707,Hepatoblastoma,0.3572
circ_0032462,Hepatoblastoma,0.357
hsa_circ_0003731,Hepatoblastoma,0.357
hsa_circ_0008267,Hepatoblastoma,0.357
circ_0021789,Hepatoblastoma,0.357
hsa_circ_0032463,Hepatoblastoma,0.3569
hsa_circ_001730,Hepatoblastoma,0.3569
hsa_circ_0066659,Hepatoblastoma,0.3568
hsa_circ_0127859,Hepatoblastoma,0.3568
